ردیف,دسته بندی,محصول,وزن,عیار,فی تهیه اجرت درصدی,اجرت درصدی فروش,فی تهیه اجرت مبلغی,اجرت مبلغی فروش,فی تهیه سنگ,فی فروش سنگ,رنگ,نوع کالا,سایز,کد قدیمی,تصویر
2912,کار ساخته بازار,GD01002761 - زنجیر,2.17,750.0,11.0,13.0,0.0,0.0,0.0,0.0,سفید,نیم ست,,,Img20250605-100.jpg
2913,کار ساخته بازار,GD01002757 - فیوژن,11.94,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-845.jpg
2914,کار ساخته بازار,GD01002755 - طرح 21,7.38,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-803.jpg
2915,کار ساخته بازار,GD01002753 - طرح 21,6.5,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250618-463.jpg
2916,کار ساخته بازار,GD01002752 - گوشواره پروانه,2.56,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-967.jpg
2917,کار ساخته بازار,GD01002750 - لوستری,11.01,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250618-242.jpg
2918,کار ساخته بازار,GD01002748 - زنجیر,1.57,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250618-857.jpg
2919,کار ساخته بازار,GD01002747 - انگشتر,2.61,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250618-706.jpg
2920,کار ساخته بازار,GD01002746 - گوشواره,2.07,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250618-891.jpg
2921,کار ساخته بازار,GD01002745 - مدال,1.81,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-582.jpg
2922,کار ساخته بازار,GD01002744 - نرمال,4.25,750.0,13.0,15.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-944.jpg
2923,کار ساخته بازار,GD01002743 - نرمال,1.9,750.0,13.0,15.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-708.jpg
2924,کار ساخته بازار,GD01002740 - نرمال,3.48,750.0,13.0,15.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-637.jpg
2925,کار ساخته بازار,GD01002738 - محیا,4.29,750.0,13.5,14.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-636.jpg
2926,کار ساخته بازار,GD01002737 - البرنادو,4.78,750.0,14.0,14.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250615-926.jpg
2927,کار ساخته بازار,GD01002736 - زنجیر,1.42,750.0,15.0,16.5,0.0,0.0,0.0,0.0,دو رنگ,نیم ست,,,Img20250615-157.jpg
2928,کار ساخته بازار,GD01002734 - مدال,2.56,750.0,15.0,16.5,0.0,0.0,0.0,0.0,دو رنگ,نیم ست,,,Img20250605-324.jpg
2929,کار ساخته بازار,GD01002733 - کارتیه,4.04,750.0,11.0,12.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-707.jpg
2930,کار ساخته بازار,GD01002731 - الگانس,5.47,750.0,16.0,17.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-347.jpg
2931,کار ساخته بازار,GD01002730 - الگانس,4.64,750.0,16.0,17.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-425.jpg
2932,کار ساخته بازار,GD01002729 - کلاسیک,4.45,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-533.jpg
2933,کار ساخته بازار,GD01002728 - انگشتر,2.7,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-808.jpg
2934,کار ساخته بازار,GD01002727 - کلاسیک,4.36,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-954.jpg
2935,کار ساخته بازار,GD01002726 - روبرتو,3.38,750.0,13.5,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-971.jpg
2936,کار ساخته بازار,GD01002725 - گوشواره,3.29,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-832.jpg
2937,کار ساخته بازار,GD01002724 - روبرتو,3.69,750.0,13.5,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-968.jpg
2938,کار ساخته بازار,GD01002723 - زنجیر,1.42,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-471.jpg
2939,کار ساخته بازار,GD01002722 - مدال,2.54,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-681.jpg
2940,کار ساخته بازار,GD01002716 - کلاسیک,4.31,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-116.jpg
2941,کار ساخته بازار,GD01002715 - کلاسیک,4.45,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-1185.jpg
2942,کار ساخته بازار,GD01002714 - کلاسیک,4.72,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-456.jpg
2943,کار ساخته بازار,GD01002712 - کلاسیک,4.44,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-999.jpg
2944,کار ساخته بازار,GD01002711 - گوشواره,3.64,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-713.jpg
2945,کار ساخته بازار,GD01002709 - گردنبند,3.47,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-357.jpg
2946,کار ساخته بازار,GD01002705 - زنجیر,0.73,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250605-654.jpg
2947,کار ساخته بازار,GD01002703 - هندسی,5.03,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-213.jpg
2948,کار ساخته بازار,GD01002702 - گوشواره,3.49,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-795.jpg
2949,کار ساخته بازار,GD01002701 - مدال,3.62,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-970.jpg
2950,کار ساخته بازار,GD01002699 - زنجیر,1.07,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-228.jpg
2951,کار ساخته بازار,GD01002697 - انگشتر,2.54,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-871.jpg
2952,کار ساخته بازار,GD01002696 - کوشواره,4.53,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-724.jpg
2953,کار ساخته بازار,GD01002695 - هندسی,5.02,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-967.jpg
2954,کار ساخته بازار,GD01002694 - مدال,3.85,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-606.jpg
2955,کار ساخته بازار,GD01002693 - هندسی,5.55,750.0,14.0,14.5,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-372.jpg
2956,کار ساخته بازار,GD01002691 - اسپادانا,4.86,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250615-461.jpg
2957,کار ساخته بازار,GD01002690 - زنجیر پروانه,0.96,750.0,12.0,12.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-709.jpg
2958,کار ساخته بازار,GD01002689 - انگشتر پروانه,2.0,750.0,12.0,12.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-669.jpg
2959,کار ساخته بازار,GD01002686 - اسپادانا,3.67,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-917.jpg
2960,کار ساخته بازار,GD01002685 - شانل,2.96,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-894.jpg
2961,کار ساخته بازار,GD01002684 - شانل,3.56,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250605-775.jpg
2962,کار ساخته بازار,GD01002678 - سپاهان,7.05,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-789.jpg
2963,کار ساخته بازار,GD01002676 - نرمال,4.56,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-736.jpg
2964,کار ساخته بازار,GD01002675 - نرمال,5.18,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250615-634.jpg
2965,کار ساخته بازار,GD01002674 - تک تاژ,1.41,750.0,12.0,13.5,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-721.jpg
2966,کار ساخته بازار,GD01002673 - تک تاژ,4.26,750.0,12.0,13.5,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-498.jpg
2967,کار ساخته بازار,GD01002672 - سپاهان,9.96,750.0,14.0,16.0,0.0,0.0,0.0,0.0,سفید,گوشواره,,,Img20250615-325.jpg
2968,کار ساخته بازار,GD01002671 - تک تاژ,2.49,750.0,12.0,13.5,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-454.jpg
2969,کار ساخته بازار,GD01002670 - سپاهان,5.74,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250605-743.jpg
2970,کار ساخته بازار,GD01002669 - سپاهان,5.02,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250615-186.jpg
2971,کار ساخته بازار,GD01002668 - موناکو,1.7,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-633.jpg
2972,کار ساخته بازار,GD01002666 - موناکو,1.94,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250615-237.jpg
2973,کار ساخته بازار,GD01002665 - موناکو,4.12,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-422.jpg
2974,کار ساخته بازار,GD01002664 - عربی,9.96,750.0,4.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250615-666.jpg
2975,کار ساخته بازار,GD01002662 - موناکو,2.99,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,نیم ست,,,Img20250605-838.jpg
2976,کار ساخته بازار,GD01002660 - عربی,10.78,750.0,4.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260707-557.jpg
2977,کار ساخته بازار,GD01002630 - 311,2.54,750.0,7.5,8.5,0.0,0.0,0.0,0.0,سفید,النگو,0.3,,Img20250603-2706.jpg
2978,کار ساخته بازار,GD01002625 - 311,2.7,750.0,7.5,8.5,0.0,0.0,0.0,0.0,سفید,النگو,0.2,,Img20251230-49.jpg
2979,کار ساخته بازار,GD01002605,2.34,750.0,0.0,7.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-1519.jpg
2980,کار ساخته بازار,GD01002540,2.66,750.0,13.0,15.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-399.jpg
2981,کار ساخته بازار,GD01002539,3.0,750.0,13.0,15.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-1723.jpg
2982,کار ساخته بازار,GD01002538,3.56,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-513.jpg
2983,کار ساخته بازار,GD01002536,1.97,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-175.jpg
2984,کار ساخته بازار,GD01002535,2.19,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-197.jpg
2985,کار ساخته بازار,GD01002530 - پفکی,1.15,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-505.jpg
2986,کار ساخته بازار,GD01002520,1.59,750.0,11.0,14.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-871.jpg
2987,کار ساخته بازار,GD01002519,1.55,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-273.jpg
2988,کار ساخته بازار,GD01002518,2.53,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-1350.jpg
2989,کار ساخته بازار,GD01002515,1.0,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-249.jpg
2990,کار ساخته بازار,GD01002514,0.75,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-378.jpg
2991,کار ساخته بازار,GD01002512,2.04,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260705-761.jpg
2992,کار ساخته بازار,GD01002511,1.0,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-559.jpg
2993,کار ساخته بازار,GD01002510,0.86,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-745.jpg
2994,کار ساخته بازار,GD01002507,1.21,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-554.jpg
2995,کار ساخته بازار,GD01002506,0.92,750.0,11.0,14.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-145.jpg
2996,کار ساخته بازار,GD01002505,1.38,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-257.jpg
2997,کار ساخته بازار,GD01002504,1.18,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-121.jpg
2998,کار ساخته بازار,GD01002502,1.32,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-362.jpg
2999,کار ساخته بازار,GD01002501,1.57,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-901.jpg
3000,کار ساخته بازار,GD01002500,1.14,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-437.jpg
3001,کار ساخته بازار,GD01002498,2.63,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-782.jpg
3002,کار ساخته بازار,GD01002489,2.73,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-474.jpg
3003,کار ساخته بازار,GD01002484,1.74,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-805.jpg
3004,کار ساخته بازار,GD01002483,2.31,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-856.jpg
3005,کار ساخته بازار,GD01002477,2.17,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-65.jpg
3006,کار ساخته بازار,GD01002469,3.71,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-281.jpg
3007,کار ساخته بازار,GD01002468,3.33,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-693.jpg
3008,کار ساخته بازار,GD01002465,2.19,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-551.jpg
3009,کار ساخته بازار,GD01002464,2.68,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-269.jpg
3010,کار ساخته بازار,GD01002458,2.31,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-682.jpg
3011,کار ساخته بازار,GD01002456,1.6,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-741.jpg
3012,کار ساخته بازار,GD01002455,1.29,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-380.jpg
3013,کار ساخته بازار,GD01002454,2.05,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-256.jpg
3014,کار ساخته بازار,GD01002453,3.75,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-761.jpg
3015,کار ساخته بازار,GD01002452,1.42,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-354.jpg
3016,کار ساخته بازار,GD01002447,2.0,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-951.jpg
3017,کار ساخته بازار,GD01002446,2.35,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-839.jpg
3018,کار ساخته بازار,GD01002443,2.32,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-208.jpg
3019,کار ساخته بازار,GD01002442,1.88,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-284.jpg
3020,کار ساخته بازار,GD01002441,1.76,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-320.jpg
3021,کار ساخته بازار,GD01002439,3.35,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-661.jpg
3022,کار ساخته بازار,GD01002438,2.1,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-236.jpg
3023,کار ساخته بازار,GD01002436,2.73,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-1062.jpg
3024,کار ساخته بازار,GD01002435,2.23,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-1843.jpg
3025,کار ساخته بازار,GD01002434,2.6,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-904.jpg
3026,کار ساخته بازار,GD01002433,2.07,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250702-434.jpg
3027,کار ساخته بازار,GD01002432,1.7,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250702-678.jpg
3028,کار ساخته بازار,GD01002431,2.1,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-3.jpg
3029,کار ساخته بازار,GD01002429,3.53,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-1148.jpg
3030,کار ساخته بازار,GD01002428,3.4,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-809.jpg
3031,کار ساخته بازار,GD01002427,1.65,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-820.jpg
3032,کار ساخته بازار,GD01002426,1.8,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-653.jpg
3033,کار ساخته بازار,GD01002425,1.61,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-494.jpg
3034,کار ساخته بازار,GD01002424,1.71,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-156.jpg
3035,کار ساخته بازار,GD01002422,1.98,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-403.jpg
3036,کار ساخته بازار,GD01002421,3.43,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-715.jpg
3037,کار ساخته بازار,GD01002420,1.6,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-833.jpg
3038,کار ساخته بازار,GD01002414,4.0,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-343.jpg
3039,کار ساخته بازار,GD01002412,3.13,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-377.jpg
3040,کار ساخته بازار,GD01002411,3.88,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-1832.jpg
3041,کار ساخته بازار,GD01002409,3.92,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-328.jpg
3042,کار ساخته بازار,GD01002408,3.59,750.0,16.0,16.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-720.jpg
3043,کار ساخته بازار,GD01002406,5.15,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-1926.jpg
3044,کار ساخته بازار,GD01002405,4.24,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-197.jpg
3045,کار ساخته بازار,GD01002404,1.83,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-1935.jpg
3046,کار ساخته بازار,GD01002403,1.95,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-360.jpg
3047,کار ساخته بازار,GD01002402,2.5,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-898.jpg
3048,کار ساخته بازار,GD01002400,3.57,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-750.jpg
3049,کار ساخته بازار,GD01002398,2.39,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-44.jpg
3050,کار ساخته بازار,GD01002397,3.8,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-577.jpg
3051,کار ساخته بازار,GD01002396,3.75,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-527.jpg
3052,کار ساخته بازار,GD01002395,1.97,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-803.jpg
3053,کار ساخته بازار,GD01002393,1.98,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-307.jpg
3054,کار ساخته بازار,GD01002392,1.93,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-582.jpg
3055,کار ساخته بازار,GD01002391,2.45,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-449.jpg
3056,کار ساخته بازار,GD01002390,3.73,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-869.jpg
3057,کار ساخته بازار,GD01002389,1.51,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-295.jpg
3058,کار ساخته بازار,GD01002388,3.89,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-16.jpg
3059,کار ساخته بازار,GD01002387,3.34,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-655.jpg
3060,کار ساخته بازار,GD01002385,4.57,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-1875.jpg
3061,کار ساخته بازار,GD01002384,2.52,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-514.jpg
3062,کار ساخته بازار,GD01002383,5.41,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-978.jpg
3063,کار ساخته بازار,GD01002382,3.3,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-148.jpg
3064,کار ساخته بازار,GD01002380,3.43,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-57.jpg
3065,کار ساخته بازار,GD01002378,4.5,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-427.jpg
3066,کار ساخته بازار,GD01002377,4.85,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-250.jpg
3067,کار ساخته بازار,GD01002371,2.62,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-475.jpg
3068,کار ساخته بازار,GD01002370,5.57,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-708.jpg
3069,کار ساخته بازار,GD01002369,5.27,750.0,16.0,16.5,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-519.jpg
3070,کار ساخته بازار,GD01002366,3.41,750.0,16.0,16.0,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-763.jpg
3071,کار ساخته بازار,GD01002365,3.49,750.0,16.0,16.0,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-179.jpg
3072,کار ساخته بازار,GD01002364,2.4,750.0,16.0,18.0,0.0,0.0,0.0,0.0,سفید,انگشتر,,,Img20250604-20.jpg
3073,کار ساخته بازار,GD01002361,3.06,750.0,16.0,18.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-877.jpg
3074,کار ساخته بازار,GD01002360,2.68,750.0,16.0,18.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-401.jpg
3075,کار ساخته بازار,GD01002358,4.43,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-127.jpg
3076,کار ساخته بازار,GD01002353,4.66,750.0,12.0,12.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-146.jpg
3077,کار ساخته بازار,GD01002350,3.55,750.0,12.5,14.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-777.jpg
3078,کار ساخته بازار,GD01002344,5.19,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260705-123.jpg
3079,کار ساخته بازار,GD01002340,4.48,750.0,11.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-930.jpg
3080,کار ساخته بازار,GD01002338,4.81,750.0,11.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-890.jpg
3081,کار ساخته بازار,GD01002337,3.93,750.0,11.0,12.5,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-948.jpg
3082,کار ساخته بازار,GD01002333,4.51,750.0,12.5,14.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-259.jpg
3083,کار ساخته بازار,GD01002330,3.75,750.0,19.5,26.5,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20250603-233.jpg
3084,کار ساخته بازار,GD01002329,2.27,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-789.jpg
3085,کار ساخته بازار,GD01002326,2.63,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-130.jpg
3086,کار ساخته بازار,GD01002323,2.01,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250604-1136.jpg
3087,کار ساخته بازار,GD01002322,4.58,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-881.jpg
3088,کار ساخته بازار,GD01002321,4.47,750.0,15.0,16.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250603-749.jpg
