ردیف,دسته بندی,محصول,وزن,عیار,فی تهیه اجرت درصدی,اجرت درصدی فروش,فی تهیه اجرت مبلغی,اجرت مبلغی فروش,فی تهیه سنگ,فی فروش سنگ,رنگ,نوع کالا,سایز,کد قدیمی,تصویر
538,کار ساخته بازار,GD01014377,2.38,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-731.jpg
539,کار ساخته بازار,GD01014376,1.81,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-818.jpg
540,کار ساخته بازار,GD01014375,1.68,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-108.jpg
541,کار ساخته بازار,GD01014373,2.13,750.0,7.0,8.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-834.jpg
542,کار ساخته بازار,GD01014372,2.42,750.0,7.0,8.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-743.jpg
543,کار ساخته بازار,GD01014371,3.07,750.0,7.0,8.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-862.jpg
544,کار ساخته بازار,GD01014370 - سولار,1.78,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-906.jpg
545,کار ساخته بازار,GD01014369,2.16,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-979.jpg
546,کار ساخته بازار,GD01014368 - سولار,2.06,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-279.jpg
547,کار ساخته بازار,GD01014367 - البرنادو,4.53,750.0,8.5,10.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260702-833.jpg
548,کار ساخته بازار,GD01014366 - البرنادو,10.05,750.0,8.5,10.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260701-418.jpg
549,کار ساخته بازار,GD01014365 - قلب تراش,2.69,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-529.jpg
550,کار ساخته بازار,GD01014364 - وی گلد,2.46,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260701-545.jpg
551,کار ساخته بازار,GD01014363 - وی گلد,2.66,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260701-688.jpg
552,کار ساخته بازار,GD01014362 - تیفانی,0.83,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260701-1909.jpg
553,کار ساخته بازار,GD01014361 - تیفانی,0.9,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260701-366.jpg
554,کار ساخته بازار,GD01014360 - صدفی,1.55,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260701-698.jpg
555,کار ساخته بازار,GD01014359 - صدفی,1.54,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260702-493.jpg
556,کار ساخته بازار,GD01014357,1.93,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-359.jpg
557,کار ساخته بازار,GD01014355,1.51,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-1899.jpg
558,کار ساخته بازار,GD01014354,2.0,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-902.jpg
559,کار ساخته بازار,GD01014353 - کارتیه تراش,8.6,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,3.0,,Img20260702-984.jpg
560,کار ساخته بازار,GD01014352,1.44,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-30.jpg
561,کار ساخته بازار,GD01014350,2.01,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-587.jpg
562,کار ساخته بازار,GD01014347 - آران,5.89,750.0,2.8,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-512.jpg
563,کار ساخته بازار,GD01014345 - آران,6.16,750.0,2.8,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-4.jpg
564,کار ساخته بازار,GD01014344 - آران,5.96,750.0,2.8,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-387.jpg
565,کار ساخته بازار,GD01014343 - آران,6.25,750.0,2.8,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-281.jpg
566,کار ساخته بازار,GD01014342 - آران,5.96,750.0,2.8,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-832.jpg
567,کار ساخته بازار,GD01014341 - آران,6.14,750.0,2.8,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-57.jpg
568,کار ساخته بازار,GD01014340,3.22,750.0,10.5,12.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-24.jpg
569,کار ساخته بازار,GD01014337 - تراش,2.35,750.0,6.5,8.0,0.0,0.0,0.0,0.0,سفید,مدال,,,Img20260701-2123.jpg
570,کار ساخته بازار,GD01014336,1.11,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-829.jpg
571,کار ساخته بازار,GD01014335,0.98,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-980.jpg
572,کار ساخته بازار,GD01014333,0.79,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-148.jpg
573,کار ساخته بازار,GD01014332,0.72,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-563.jpg
574,کار ساخته بازار,GD01014331 - تراش,9.38,750.0,6.8,8.0,0.0,0.0,0.0,0.0,سفید,تک پوش,1.0,,Img20260701-523.jpg
575,کار ساخته بازار,GD01014330 - تراش,9.39,750.0,6.8,8.0,0.0,0.0,0.0,0.0,سفید,تک پوش,2.0,,Img20260705-229.jpg
576,کار ساخته بازار,GD01014329,3.47,750.0,8.5,10.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260701-11.jpg
577,کار ساخته بازار,GD01014328 - تراش,14.82,750.0,6.8,8.0,0.0,0.0,0.0,0.0,سفید,تک پوش,3.0,,Img20260705-315.jpg
578,کار ساخته بازار,GD01014327,3.08,750.0,8.5,10.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260701-907.jpg
579,کار ساخته بازار,GD01014325,2.14,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260706-661.jpg
580,کار ساخته بازار,GD01014324 - لیزری,1.5,750.0,7.0,8.0,0.0,0.0,0.0,0.0,رزگلد,گوشواره,,,Img20260705-477.jpg
581,کار ساخته بازار,GD01014323 - لیزری,1.2,750.0,7.0,8.0,0.0,0.0,0.0,0.0,رزگلد,دستبند,,,Img20260701-990.jpg
582,کار ساخته بازار,GD01014321 - لوزی,2.4,750.0,8.5,10.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260705-984.jpg
583,کار ساخته بازار,GD01014319 - لیزری,2.18,750.0,7.0,8.0,0.0,0.0,0.0,0.0,رزگلد,گردنبند,,,Img20260701-204.jpg
584,کار ساخته بازار,GD01014318,2.95,750.0,11.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260701-147.jpg
585,کار ساخته بازار,GD01014317 - کارتیه تراش,12.89,750.0,7.1,8.0,0.0,0.0,0.0,0.0,دو رنگ,تک پوش,1.0,,Img20260701-603.jpg
586,کار ساخته بازار,GD01014316 - کارتیه تراش,13.48,750.0,7.1,8.0,0.0,0.0,0.0,0.0,دو رنگ,تک پوش,2.0,,Img20260702-957.jpg
587,کار ساخته بازار,GD01014314 - بچه گاننه,0.95,750.0,8.5,10.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260701-118.jpg
588,کار ساخته بازار,GD01014313,2.4,750.0,3.8,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260705-889.jpg
589,کار ساخته بازار,GD01014311,2.54,750.0,6.0,9.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260701-845.jpg
590,کار ساخته بازار,GD01014310 - پاپیون,2.91,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-526.jpg
591,کار ساخته بازار,GD01014309 - استخونی,3.65,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260701-47.jpg
592,کار ساخته بازار,GD01014308 - استخونی,3.6,750.0,8.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260702-144.jpg
593,کار ساخته بازار,GD01014307 - پروانه,1.64,750.0,9.5,11.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260702-262.jpg
594,کار ساخته بازار,GD01014306 - تراش,1.0,750.0,9.5,11.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260701-693.jpg
595,کار ساخته بازار,GD01014305,5.09,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260701-262.jpg
596,کار ساخته بازار,GD01014304,4.76,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260701-257.jpg
597,کار ساخته بازار,GD01014303,5.49,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-848.jpg
598,کار ساخته بازار,GD01014301,4.8,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-549.jpg
599,کار ساخته بازار,GD01014299 - 593,5.13,750.0,5.3,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-695.jpg
600,کار ساخته بازار,GD01014298 - 593,5.23,750.0,5.3,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260702-839.jpg
601,کار ساخته بازار,GD01014297 - چهار باغ,7.29,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,3.0,,Img20260701-454.jpg
602,کار ساخته بازار,GD01014296 - 329,2.41,750.0,4.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,0.1,,Img20260701-1591.jpg
603,کار ساخته بازار,GD01014295 - 329,2.64,750.0,4.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,0.1,,Img20260702-263.jpg
604,کار ساخته بازار,GD01014293 - چهار باغ,7.13,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,2.0,,Img20260701-749.jpg
605,کار ساخته بازار,GD01014292 - 311,2.44,750.0,4.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,0.1,,Img20260701-74.jpg
606,کار ساخته بازار,GD01014291 - 311,2.27,750.0,4.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,0.1,,Img20260701-157.jpg
607,کار ساخته بازار,GD01014290 - فیوژن,6.1,750.0,8.0,9.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-311.jpg
608,کار ساخته بازار,GD01014289 - فیوژن,6.17,750.0,8.0,9.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260702-465.jpg
609,کار ساخته بازار,GD01014288 - نمونه,6.26,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,تک پوش,1.0,,Img20260702-1573.jpg
610,کار ساخته بازار,GD01014287 - نمونه,5.59,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,تک پوش,1.0,,Img20260701-225.jpg
611,کار ساخته بازار,GD01014283 - ونکلیف,2.13,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-275.jpg
612,کار ساخته بازار,GD01014282 - ورساچه,2.45,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260706-880.jpg
613,کار ساخته بازار,GD01014281 - ورساچه,1.77,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260701-892.jpg
614,کار ساخته بازار,GD01014276 - ورساچه,1.81,750.0,6.9,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260701-167.jpg
615,کار ساخته بازار,GD01014273 - 1,1.61,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,0.5,,Img20260701-58.jpg
616,کار ساخته بازار,GD01014272 - 1,1.65,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,0.5,,Img20260701-838.jpg
617,کار ساخته بازار,GD01014271 - 1,1.68,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,0.5,,Img20260701-706.jpg
618,کار ساخته بازار,GD01014270 - 1,1.7,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,0.5,,Img20260701-656.jpg
619,کار ساخته بازار,GD01014269 - m2,2.75,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260701-308.jpg
620,کار ساخته بازار,GD01014267 - m2,2.9,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-555.jpg
621,کار ساخته بازار,GD01014266 - m2,2.94,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-174.jpg
622,کار ساخته بازار,GD01014265 - m2,2.88,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-815.jpg
623,کار ساخته بازار,GD01014261 - شراکت,8.24,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,تک پوش,3.0,,Img20260701-941.jpg
624,کار ساخته بازار,GD01014260 - شراکت,8.83,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,تک پوش,3.0,,Img20260701-119.jpg
625,کار ساخته بازار,GD01014259 - شراکت,8.82,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,تک پوش,3.0,,Img20260701-491.jpg
626,کار ساخته بازار,GD01014258 - چهار باغ,6.88,750.0,3.3,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,1.0,,Img20260701-251.jpg
627,کار ساخته بازار,GD01014257 - چهار باغ,8.85,750.0,3.3,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,3.0,,Img20260701-439.jpg
628,کار ساخته بازار,GD01014255 - چهار باغ,6.79,750.0,3.3,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,1.0,,Img20260701-595.jpg
629,کار ساخته بازار,GD01014252 - 1000,4.75,750.0,3.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-841.jpg
630,کار ساخته بازار,GD01014251 - 1000,4.67,750.0,3.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-346.jpg
631,کار ساخته بازار,GD01014250 - 1000,4.64,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-736.jpg
632,کار ساخته بازار,GD01014249 - 1000,4.66,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-763.jpg
633,کار ساخته بازار,GD01014248 - 1000,5.66,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-787.jpg
634,کار ساخته بازار,GD01014247 - 1000,4.72,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-463.jpg
635,کار ساخته بازار,GD01014246 - 726,3.44,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260701-540.jpg
636,کار ساخته بازار,GD01014245 - 726,3.58,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260701-51.jpg
637,کار ساخته بازار,GD01014243 - 726,3.4,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260701-993.jpg
638,کار ساخته بازار,GD01014241 - 726,3.65,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260701-437.jpg
639,کار ساخته بازار,GD01014240 - 726,3.87,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-886.jpg
640,کار ساخته بازار,GD01014239 - 726,3.94,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-759.jpg
641,کار ساخته بازار,GD01014238 - 726,3.84,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-812.jpg
642,کار ساخته بازار,GD01014237 - 726,3.8,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-522.jpg
643,کار ساخته بازار,GD01014236 - 726,3.94,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-489.jpg
644,کار ساخته بازار,GD01014235 - 726,3.86,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-622.jpg
645,کار ساخته بازار,GD01014234 - 726,3.66,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-37.jpg
646,کار ساخته بازار,GD01014233 - 726,3.67,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-988.jpg
647,کار ساخته بازار,GD01014232 - 726,3.59,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-338.jpg
648,کار ساخته بازار,GD01014231 - 726,3.65,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-960.jpg
649,کار ساخته بازار,GD01014230 - 726,3.64,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-852.jpg
650,کار ساخته بازار,GD01014229 - 726,3.64,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-409.jpg
651,کار ساخته بازار,GD01014225 - 788,3.51,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260701-423.jpg
652,کار ساخته بازار,GD01014224 - 788,3.71,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260701-923.jpg
653,کار ساخته بازار,GD01014223 - 788,3.55,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-94.jpg
654,کار ساخته بازار,GD01014222 - 788,3.58,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-696.jpg
655,کار ساخته بازار,GD01014221 - 788,3.48,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-413.jpg
656,کار ساخته بازار,GD01014220 - 788,3.56,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-877.jpg
657,کار ساخته بازار,GD01014219 - 788,3.55,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-288.jpg
658,کار ساخته بازار,GD01014218 - 788,3.58,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260701-53.jpg
659,کار ساخته بازار,GD01014217 - ٍٍ788,3.83,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-344.jpg
660,کار ساخته بازار,GD01014216 - 788,3.93,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-976.jpg
661,کار ساخته بازار,GD01014215 - 788,3.9,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-501.jpg
662,کار ساخته بازار,GD01014214 - 788,3.9,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-644.jpg
663,کار ساخته بازار,GD01014213 - 788,3.91,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-768.jpg
664,کار ساخته بازار,GD01014212 - 788,3.93,750.0,3.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260701-994.jpg
665,کار ساخته بازار,GD01014209 - 6013,3.83,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260701-186.jpg
666,کار ساخته بازار,GD01014206 - 6013,3.81,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260701-851.jpg
667,کار ساخته بازار,GD01014204 - 6013,4.16,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-718.jpg
668,کار ساخته بازار,GD01014203 - 6013,4.27,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-196.jpg
669,کار ساخته بازار,GD01014202 - 6013,4.35,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260701-165.jpg
670,کار ساخته بازار,GD01014201 - 6013,4.66,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-173.jpg
671,کار ساخته بازار,GD01014200 - 6013,4.6,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-401.jpg
672,کار ساخته بازار,GD01014199 - 6013,4.59,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-610.jpg
673,کار ساخته بازار,GD01014198 - 6013,4.52,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-267.jpg
674,کار ساخته بازار,GD01014197 - 6013,4.43,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260701-899.jpg
675,کار ساخته بازار,GD01014196 - 6013,4.65,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260704-416.jpg
676,کار ساخته بازار,GD01014184 - قلب,2.67,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260705-873.jpg
677,کار ساخته بازار,GD01014182 - دیسکو,2.55,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-403.jpg
678,کار ساخته بازار,GD01014181 - هندسی,1.84,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260704-1562.jpg
679,کار ساخته بازار,GD01014179 - تراش,3.59,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260629-58.jpg
680,کار ساخته بازار,GD01014169 - گیوا,2.03,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260629-235.jpg
681,کار ساخته بازار,GD01014168 - گیوا,2.52,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260629-383.jpg
682,کار ساخته بازار,GD01014166 - گیوا,1.86,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260629-559.jpg
683,کار ساخته بازار,GD01014165 - گیوا,2.29,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260629-923.jpg
684,کار ساخته بازار,GD01014162 - گیوا,1.97,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260629-343.jpg
685,کار ساخته بازار,GD01014161 - گیوا,2.34,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260629-29.jpg
686,کار ساخته بازار,GD01014160 - گیوا,2.06,750.0,7.5,9.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260629-892.jpg
687,کار ساخته بازار,GD01014156 - لوکس,1.65,750.0,13.0,14.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260629-809.jpg
688,کار ساخته بازار,GD01014152 - مرسده تراش,1.15,750.0,5.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260629-554.jpg
689,کار ساخته بازار,GD01014150 - بیروتی,2.33,750.0,4.5,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-93.jpg
690,کار ساخته بازار,GD01014149 - تراش,1.35,750.0,7.5,9.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260705-563.jpg
691,کار ساخته بازار,GD01014147 - تراش,1.18,750.0,7.5,9.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260705-578.jpg
692,کار ساخته بازار,GD01014146 - تراش,1.1,750.0,7.5,9.0,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260629-457.jpg
693,کار ساخته بازار,GD01014145 - وان یکاد,0.62,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260629-469.jpg
694,کار ساخته بازار,GD01014143 - وان یکاد,0.62,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260629-436.jpg
695,کار ساخته بازار,GD01014141 - بیز مارک,2.75,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260629-372.jpg
696,کار ساخته بازار,GD01014140 - بیز مارک,2.62,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-822.jpg
697,کار ساخته بازار,GD01014135,2.36,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-40.jpg
698,کار ساخته بازار,GD01014134,2.73,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260629-836.jpg
699,کار ساخته بازار,GD01014132 - پنج شیر,3.89,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260629-339.jpg
700,کار ساخته بازار,GD01014131 - پنج شیر,3.18,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-279.jpg
701,کار ساخته بازار,GD01014130 - پنج شیر,2.2,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-238.jpg
702,کار ساخته بازار,GD01014129 - پنج شیر,3.17,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-954.jpg
703,کار ساخته بازار,GD01014117 - شانل,1.8,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-155.jpg
704,کار ساخته بازار,GD01014113 - زرین,2.11,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-224.jpg
705,کار ساخته بازار,GD01014112 - زرین,2.09,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-924.jpg
706,کار ساخته بازار,GD01014110 - زرین,1.16,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260629-740.jpg
707,کار ساخته بازار,GD01014108 - زرین,1.33,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260629-981.jpg
708,کار ساخته بازار,GD01014107 - تراش,1.84,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260629-974.jpg
709,کار ساخته بازار,GD01014106 - تراش,2.3,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260629-216.jpg
710,کار ساخته بازار,GD01014105 - تراش,1.75,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260706-165.jpg
